model_id,model_type,params,split,threshold,roc_auc,accuracy,precision,recall
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.8,0.927754435107,0.519083969466,0.0,0.0
GB_paramset-9,GB,"{'subsample': 1.0, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 100, 'max_depth': 1}",3,0.9,0.927754435107,0.519083969466,0.0,0.0
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",1,0.5,0.959239130435,0.90977443609,0.851351351351,0.984375
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",1,0.6,0.959239130435,0.90977443609,0.882352941176,0.9375
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",1,0.7,0.959239130435,0.842105263158,0.890909090909,0.765625
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",1,0.8,0.959239130435,0.518796992481,0.0,0.0
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",1,0.9,0.959239130435,0.518796992481,0.0,0.0
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",2,0.5,0.939085144928,0.84962406015,0.823529411765,0.875
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",2,0.6,0.939085144928,0.804511278195,0.839285714286,0.734375
GB_paramset-10,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'random_state': 1, 'n_estimators': 1000, 'max_depth': 1}",2,0.7,0.939085144928,0.789473684211,0.928571428571,0.609375
